Name,Variant ID,Product ID,Variant Title,Price,SKU,Position,Inventory Policy,Compare At Price,Fulfillment Service,Inventory Management,Option1,Option2,Option3,Created At,Updated At,Taxable,Barcode,Grams,Image ID,Weight,Weight Unit,Inventory Quantity,Old Inventory Quantity,Tax Code,Requires Shipping,Quantity Rule,Price Currency,Compare At Price Currency,Quantity Price Breaks,URL,Meta Title,Meta Description,Product Description
Solar Generator 2000 v2,41665365934167,7382272966743,Explorer 2000 v2 + Explorer 2000 v2,1799.00,60-200000-US00090,4,deny,2999.00,fbd,shopify,Explorer 2000 v2 + Explorer 2000 v2,,,2025-04-16T18:39:03-07:00,2025-06-06T03:31:46-07:00,True,810182241180,0,33326384382039,0.0,lb,182,182,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,USD,[],https://www.jackery.com/products/solar-generator-2000-v2-series,"
      Solar Generator 2000 v2

        – Jackery","Experience effortless home energy stability with the Jackery Solar Generator 2000 v2. Designed with an instant UPS backup, it ensures your refrigerator and internet stay on during sudden power outages, keeping your home running smoothly and your family connected.","
2042Wh capacity and 2200W output, powering over 1 day of emergency needs.
The smallest, lightest home backup power: 40% smaller, 34% lighter at just 17.9kg.
1.7-hour Emergency Super Charge.
Jackery’s exclusive CTB technology maximizes both space efficiency and safety through its compact honeycomb design.
Quiet, eco-friendly energy with next-gen LiFePO4 battery lasting over 10 years.
ChargeShield 2.0 for advanced protection and efficient charging.
UPS ≤20ms for seamless power backup for computers, network devices, refrigerators, lighting, microwaves, and more.
Smart App Control for easy management and monitoring.


3-year warranty + 2-year extended warranty （applied automatically if purchased from our official website）

"
Solar Generator 2000 v2,41665364328535,7382272966743,Explorer 2000 v2 + Explorer 2000 v2 + SolarSaga 200W x 2,2299.00,60-200020-US00091,5,deny,3999.00,fbd,shopify,Explorer 2000 v2 + Explorer 2000 v2 + SolarSaga 200W x 2,,,2025-04-16T18:37:13-07:00,2025-06-06T03:31:46-07:00,True,810182241197,0,33326353186903,0.0,lb,484,484,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,USD,[],https://www.jackery.com/products/solar-generator-2000-v2-series,"
      Solar Generator 2000 v2

        – Jackery","Experience effortless home energy stability with the Jackery Solar Generator 2000 v2. Designed with an instant UPS backup, it ensures your refrigerator and internet stay on during sudden power outages, keeping your home running smoothly and your family connected.","
2042Wh capacity and 2200W output, powering over 1 day of emergency needs.
The smallest, lightest home backup power: 40% smaller, 34% lighter at just 17.9kg.
1.7-hour Emergency Super Charge.
Jackery’s exclusive CTB technology maximizes both space efficiency and safety through its compact honeycomb design.
Quiet, eco-friendly energy with next-gen LiFePO4 battery lasting over 10 years.
ChargeShield 2.0 for advanced protection and efficient charging.
UPS ≤20ms for seamless power backup for computers, network devices, refrigerators, lighting, microwaves, and more.
Smart App Control for easy management and monitoring.


3-year warranty + 2-year extended warranty （applied automatically if purchased from our official website）

"
Jackery Connector,40193010860119,6885100126295,Default Title,199.00,90-2000-USCBK1,1,deny,,fbd,shopify,Default Title,,,2023-06-02T03:49:13-07:00,2025-06-06T03:31:48-07:00,True,810105521139,0,,0.0,lb,118,118,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/jackery-connector,"
      Jackery Connector
",Compatible with Jackery Explorer 2000 Plus Low-temperature Tolerance at -20°C /-4°F Linking 2 Jackery Explorer 2000 Plus with Jackery Connector will give you a greater choice of output power This adapter is necessary when the Jackery Explorer 2000 Plus is connected to another one Warranty Extension: 3-year warranty + 2,"
Compatible with Jackery Explorer 2000 Plus
Low-temperature Tolerance at -20°C /-4°F
Linking 2 Jackery Explorer 2000 Plus with Jackery Connector will give you a greater choice of output power

This adapter is necessary when the Jackery Explorer 2000 Plus is connected to another one

Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from the official website）


 "
Jackery Solar Generator 300 Plus,40232444264535,6901695381591,Explorer 300 Plus + SolarSaga 40W*1,399.99,60-0304-USB1A1,1,deny,,fbd,shopify,Explorer 300 Plus + SolarSaga 40W*1,,,2023-08-21T03:07:51-07:00,2025-06-06T03:31:49-07:00,True,810105525274,0,31885684670551,0.0,lb,447,447,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/jackery-solar-generator-300-plus,"
      Jackery Solar Generator 300 Plus
","Solar Generator 300 Plus offers long-lasting performance with a durable LiFePO4 battery, fast one-hour charging, diverse charging ports, superior safety features, and an extended 5-year warranty. With Ultra-lightweight Solar Panel and a power station, you'll have infinite power for all your outdoor adventure.","
Power on the Go: Weighing only 11 lbs, it's convenient to set up and store with book-sized foldable solar panels
All-around Safety: Max safety featuring 52 protective mechanisms, 12 BMS algorithms, and 4 types of physical protection
Superior Reliability: FCC/CE, UL 94V-0 flame-retardant, Class 9 impact resistant, and UL certified for 300 Plus
Ultra-Fast Charging: Solar charged in only 4 hours
Smart App Control: Easy battery management via Wi-Fi or Bluetooth
Please note that the solar panel cable in this set does not include a USB outlet.
Solar Generator 300 Plus+40W: 3-year warranty + 2-year extended warranty. Solar Saga 100W: 2-year warranty + 1-year extended warranty (automatically applied when purchased from our official website)

"
Jackery Solar Generator 300 Plus,40238994325591,6901695381591,Explorer 300 Plus + SolarSaga 100W*1,579.99,60-0310-USB1A1,2,deny,,fbd,shopify,Explorer 300 Plus + SolarSaga 100W*1,,,2023-08-31T03:22:43-07:00,2025-06-06T03:31:49-07:00,True,810105526738,0,31885683589207,0.0,lb,418,418,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/jackery-solar-generator-300-plus,"
      Jackery Solar Generator 300 Plus
","Solar Generator 300 Plus offers long-lasting performance with a durable LiFePO4 battery, fast one-hour charging, diverse charging ports, superior safety features, and an extended 5-year warranty. With Ultra-lightweight Solar Panel and a power station, you'll have infinite power for all your outdoor adventure.","
Power on the Go: Weighing only 11 lbs, it's convenient to set up and store with book-sized foldable solar panels
All-around Safety: Max safety featuring 52 protective mechanisms, 12 BMS algorithms, and 4 types of physical protection
Superior Reliability: FCC/CE, UL 94V-0 flame-retardant, Class 9 impact resistant, and UL certified for 300 Plus
Ultra-Fast Charging: Solar charged in only 4 hours
Smart App Control: Easy battery management via Wi-Fi or Bluetooth
Please note that the solar panel cable in this set does not include a USB outlet.
Solar Generator 300 Plus+40W: 3-year warranty + 2-year extended warranty. Solar Saga 100W: 2-year warranty + 1-year extended warranty (automatically applied when purchased from our official website)

"
Jackery 12V Automobile Battery Charging Cable,40005203165271,6824404451415,Default Title,35.99,90-0120-USXOR1,1,deny,,fbd,shopify,Default Title,,,2022-10-21T02:41:05-07:00,2025-06-06T03:31:51-07:00,True,,0,,0.0,lb,384,384,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/12v-automobile-battery-charging-cable,"
      Jackery 12V Automobile Battery Charging Cable
",Jackery 12V Automobile Battery Charging Cable,"
Compatible with all Jackery portable power stations. 15-20mins for 40-60Ah battery and 30-40mins for 60-100Ah battery to get fully recharged.
12V/10A Car Battery Charging Cable with Alligator Clips. 16 AWG, 100% copper wire. Insulation protection: NO exposed metal, safety in use. UL certified.
Easy Setup: strong and comfortable handle for easy and direct charge.
Only Suit for 12V/10A Lead-acid Battery, NOT APPLICABLE TO ELECTRIC CAR.
Efficiently charge your car battery through the 12V 10A power from the cigarette lighter port. This accessory requires a longer charging time compared to traditional jump starters, ensuring your car battery gets the optimal charge it needs.
"
Jackery Solar Panel Connector,39763258572887,6757917163607,Default Title,69.00,90-0050-USXOR1,1,deny,,fbd,shopify,Default Title,,,2022-05-08T01:21:19-07:00,2025-06-06T03:31:52-07:00,True,854275007420,0,,0.0,lb,3787,3787,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/solar-panel-connector,"
      Jackery solar panel connector
","The Jackery solar panel connector is fitted with 1*male & 3*female solar connectors, can be used to connect to the Solar Generator 2000 Pro power solution for solar extension.","
The solar panel connector is fitted with 1*male & 3*female solar connectors. It can be used to connect to the Solar Generator 3000 Pro / 2000 Pro / 1500 Pro / 1000 Pro / 2000 Plus / 1000 Plus / 700 Plus power solution for solar extension.
The solar panel connector can be used for portable power station, two or three solar panels can be connected in series through this connector. The female connector features a change-over cover so you can switch between two and three solar panels when in use.
Filmed with PC material, the solar panel connector kit is durable that can resist fire and harsh weather, making it suitable for solar connection in any outdoor applications.
"
Jackery DC Extension Cable for Solar Panel,39805165633623,6770138579031,Default Title,39.00,21-0006-000028,1,deny,,fbd,shopify,Default Title,,,2022-06-20T20:08:30-07:00,2025-06-06T03:31:54-07:00,True,850027220925,0,,0.0,lb,6729,6729,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/dc-extension-cable-for-solar-panel,"
      Jackery DC Extension Cable for Solar Panel
","WIDE COMPATIBILITY: The 16.4-feet power cable is pliable to fully extend for Jackery’s solar panel and portable power station connection - particularly practical for outdoor applications. BUILT TO LAST: Filmed with PVC material, the cable with a 0.28 inches diameter is flame-retardant and durable that can be used for o","
WIDE COMPATIBILITY: The 16.4-feet power cable is pliable to fully extend for Jackery’s solar panel and portable power station connection - particularly practical for outdoor applications.

BUILT TO LAST: Filmed with PVC material, the cable with a 0.28 inches diameter is flame-retardant and durable that can be used for off-grid adventures.
STABLE POWER TRANSMISSION: The embedded premium copper core produces less resistance, delivering a fast, stable current.
SAFE & RELIABLE: Please avoid usage during rainy days/wet environments.
This DC extension cable is not compatible with the SolarSaga 500X or the SolarSaga 40W mini solar panel. To connect with the SolarSaga 500X, please use the Anderson Extension Cable

"
[Add-on] Battery Pack 2000 Plus,40485060313175,6990717517911,Default Title,949.00,90-2000-USXOR1,1,deny,1399.00,fbd,shopify,Default Title,,,2024-02-01T00:48:27-08:00,2025-06-06T03:31:56-07:00,True,810105521078,0,,0.0,lb,917,917,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,USD,[],https://www.jackery.com/products/battery-pack-2000-plus,"
      [Add-on] Battery Pack 2000 Plus

        – Jackery",2042.8 Wh Large Capacity Compatible with Jackery Explorer 2000 Plus Pioneering Solar Charging for Expandable Battery Solar Charging in 2 Hours（SolarSaga 200 W X 6 Pcs ） Intelligent BMS with 12 Layers of Protection Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from th,"
2042.8 Wh Large Capacity
Compatible with Jackery Explorer 2000 Plus
Pioneering Solar Charging for Expandable Battery
Solar Charging in 2 Hours（SolarSaga 200 W X 6 Pcs ）
Intelligent BMS with 12 Layers of Protection
Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from the official website) 
"
Jackery Battery Pack 1000 Plus,40229174313047,6900246610007,Default Title,459.00,21-0008-000001,1,deny,599.00,fbd,shopify,Default Title,,,2023-08-14T05:38:52-07:00,2025-06-06T03:31:57-07:00,True,810105526301,0,,0.0,lb,957,957,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,USD,[],https://www.jackery.com/products/jackery-battery-pack-1000-plus,"
      Jackery Battery Pack 1000 Plus
",Large Capacity of 1264Wh Durable Lithium Iron Phosphate Battery (LiFePO4) Cycle Life: Maintains over 70% capacity after 4000 cycles Exclusive compatibility with Jackery Explorer 1000 Plus Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from our official website),"
Large Capacity of 1264Wh
Durable Lithium Iron Phosphate Battery (LiFePO4)
Cycle Life: Maintains over 70% capacity after 4000 cycles

Exclusive compatibility with Jackery Explorer 1000 Plus

Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from our official website)
"
Jackery Battery Pack 2000 Plus,40193000865879,6885093441623,Default Title,1399.00,90-2000-USXOR1,1,deny,,fbd,shopify,Default Title,,,2023-06-02T03:33:31-07:00,2025-06-06T03:31:59-07:00,True,810105521078,0,,0.0,lb,374,374,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/jackery-battery-pack-2000-plus,"
      Jackery Battery Pack 2000 Plus
",2042.8 Wh Large Capacity Compatible with Jackery Explorer 2000 Plus Pioneering Solar Charging for Expandable Battery Solar Charging in 2 Hours（SolarSaga 200 W X 6 Pcs ） Intelligent BMS with 12 Layers of Protection Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from ou,"
2042.8 Wh Large Capacity
Compatible with Jackery Explorer 2000 Plus
Pioneering Solar Charging for Expandable Battery
Solar Charging in 2 Hours（SolarSaga 200 W X 6 Pcs ）
Intelligent BMS with 12 Layers of Protection

Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from our official website)

"
Jackery Upgraded Carrying Case (L),39763258540119,6757917032535,Default Title,69.99,90-2000-USYOR2,1,deny,,fbd,shopify,Default Title,,,2022-05-08T01:19:52-07:00,2025-06-06T03:32:01-07:00,True,810105520866,0,,0.0,lb,289,289,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/carrying-case-bag-for-explorer-2000-pro,"
      Jackery Upgraded Carrying Case (L)
","Made for Explorer 2000 Pro/1500 Pro/1000 Plus portable power station. A practical travel carrying case for outdoor explorations. The durable handle and shoulder strap make the carrying case easy to transport for travel, camping, hiking or other outdoor applications.","

Dimension in 15.5 x 10.8 x 14.5 inch - Made for Explorer 2000 Pro/1500 Pro/1500/1000 Plus portable power station. A practical travel carrying case for outdoor explorations.
Made of 900D fabric material and padded with pearl cotton, the entire carrying case is able to protect power station effectively from being collided, providing long-lasting performance. Can carry the product weighs from 30kg to 35kg.
The durable handle makes the carrying case easy to transport for travel, camping, hiking or other outdoor applications.
The carrying bag protects power station in good condition from friction and moisture, allowing you to bring with anywhere, at any time.



"
Jackery Upgraded Carrying Case (M),39459245064279,6635859607639,Default Title,59.99,90-1000-USYOR1,1,deny,,fbd,shopify,Default Title,,,2021-10-28T20:51:28-07:00,2025-06-06T03:32:02-07:00,True,,0,,0.0,lb,0,0,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/jackery-carrying-case-bag-for-explorer-1000,"
      Jackery Upgraded Carrying Case (M)
","This Upgraded Carrying Case by Jackery is a compact & hardy one-hand bag, crafted for the Explorer 1000 v2 /1000 Plus /2000 v2 Portable Power Station. Practical & Protective.","

BUILT FOR THE EXPLORER 880/1000/1000 v2/1000 Plus/2000 v2: This compact and hardy one-hand bag is designed for the Jackery Explorer . With a large storage capacity (dimensions 14.17*11.22*11.61 in) this bag has enough space to store necessary accessories in addition to a power station.


PRACTICAL AND PROTECTIVE: Encased in polyester material, the case protects your power station from dust, scratches and moisture while embedded pearl cotton foam allows for the perfect fusion of interior cushioning and exterior safeguarding.

VERSATILE AND DURABLE: Crafted with soft and foldable materials, the Jackery bag ensures practicality and protection. 

SPLASH-RESISTANT: The bag is firmly zipper-sealed against splashes and light to moderate rain.


UP AND AWAY: Featuring durable double handles with adjustable straps, the bag keeps your Jackery Explorer all set for outdoor fun such as car camping, RV living, or road trips.

"
Jackery Upgraded Carrying Case (S),40123101675607,6859599249495,Default Title,44.99,90-0500-USYOR1,1,deny,,fbd,shopify,Default Title,,,2023-02-20T18:36:42-08:00,2025-06-06T03:32:04-07:00,True,810105520729,544,,1.2,lb,655,655,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/small-carrying-case-bag,"
      Jackery Upgraded Carrying Case (S)
","BUILT FOR THE EXPLORER 240/240 v2/300/300 Plus/500: With a large storage capacity (dimensions 12.2*8.1*11.0 in) this bag has enough space to store necessary accessories in addition to a power station. PRACTICAL AND PROTECTIVE: Encased in polyester material, the case protects your power station from dust, scratches and ","

BUILT FOR THE EXPLORER 240/240 v2/300/300 Plus/500: With a large storage capacity (dimensions 12.2*8.1*11.0 in) this bag has enough space to store necessary accessories in addition to a power station.


PRACTICAL AND PROTECTIVE: Encased in polyester material, the case protects your power station from dust, scratches and moisture while embedded pearl cotton foam allows for the perfect fusion of interior cushioning and exterior safeguarding.

VERSATILE AND DURABLE: Crafted with soft and foldable materials, the Jackery bag ensures practicality and protection.

SPLASH-RESISTANT: The bag is firmly zipper-sealed against splashes and light to moderate rain.


UP AND AWAY: Featuring durable double handles with adjustable straps, the bag keeps your Jackery Explorer all set for outdoor fun such as car camping, RV living, or road trips.

"
Jackery Solar Generator 1000 Plus Kit,41334672752727,7314758762583,Solar Generator 1000 Plus Roam Kit（1.26kWh + 100Prime x 2),1399.00,60-1010-USC122,1,deny,,fbd,shopify,Solar Generator 1000 Plus Roam Kit（1.26kWh + 100Prime x 2),,,2024-10-28T01:50:32-07:00,2025-06-06T03:32:06-07:00,True,810105529036,0,31843476308055,0.0,lb,198,198,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/jackery-solar-generator-1000-plus-kit,"
      Jackery Solar Generator 1000 Plus Kit
","With unparalleled output, the Jackery Solar Generator 1000 Plus is the top choice for similar-level portable power stations. Covering various scenarios, it provides support for camping, off-road travel, home emergencies, and more. Being versatile and expandable in capacity, it's the all-in-one solar generator to power your life.","
More Power in Smaller Size:  With a capacity of 1264Wh and a 2000W output, the 1000 Plus supports 99% of devices. 
Expandable Capacity: Supports up to 3 add-on battery packs, expanding up to 5kWh and ensuring 1-3 days of home backup power
Industry-leading Sustainability: Setting new standards for sustainability. It is the first in the industry to be verified by TÜV SÜD.
Long-lasting Reliability: LiFePO4 battery cells, lasting up to 10 years - providing 4,000 charge cycles.
Intelligent Control: With the advanced APP feature, via WiFi or Bluetooth.
Explorer 1000 Plus: 3-year warranty + 2-year extended warranty. Solar Saga 100W: 2-year warranty + 1-year extended warranty (automatically applied when purchased from our official website)

"
Jackery Solar Generator 1000 Plus Kit,41334672785495,7314758762583,Solar Generator 1000 Plus Dc-Dc Charger Kit,1249.00,60-1000-USC1A1,2,deny,,fbd,shopify,Solar Generator 1000 Plus Dc-Dc Charger Kit,,,2024-10-28T01:50:32-07:00,2025-06-06T03:32:06-07:00,True,810105529975,0,32492962545751,0.0,lb,0,0,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/jackery-solar-generator-1000-plus-kit,"
      Jackery Solar Generator 1000 Plus Kit
","With unparalleled output, the Jackery Solar Generator 1000 Plus is the top choice for similar-level portable power stations. Covering various scenarios, it provides support for camping, off-road travel, home emergencies, and more. Being versatile and expandable in capacity, it's the all-in-one solar generator to power your life.","
More Power in Smaller Size:  With a capacity of 1264Wh and a 2000W output, the 1000 Plus supports 99% of devices. 
Expandable Capacity: Supports up to 3 add-on battery packs, expanding up to 5kWh and ensuring 1-3 days of home backup power
Industry-leading Sustainability: Setting new standards for sustainability. It is the first in the industry to be verified by TÜV SÜD.
Long-lasting Reliability: LiFePO4 battery cells, lasting up to 10 years - providing 4,000 charge cycles.
Intelligent Control: With the advanced APP feature, via WiFi or Bluetooth.
Explorer 1000 Plus: 3-year warranty + 2-year extended warranty. Solar Saga 100W: 2-year warranty + 1-year extended warranty (automatically applied when purchased from our official website)

"
Jackery SolarSaga 100W Solar Panel  (Refurbished),40408109613143,6971081719895,Default Title,299.00,SP100BKH-R,1,deny,,fbd,shopify,Default Title,,,2023-12-19T22:26:31-08:00,2025-06-06T03:32:07-07:00,True,,5284,,11.65,lb,1319,1319,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/jackery-solarsaga-100w-solar-panel-refurbished,"
      Jackery Flexible & Portable SolarSaga 100W
",SolarSaga 100W Solar Panel from Jackery is a foldable and portable Monocrystalline Solar Panel. Featured with USB and Anderson DC ports. Stay charged with the power of the sun!,"
High Solar Conversion Efficiency of 24.3%
Foldable & Portable
IP65 Waterproof Rating
Two USB Output Ports to Charge Directly
Adjustable Kickstands
Compact and Lightweight
Warranty Extension: 6-month warranty 
To connect the SolarSaga with different Explorer portable power stations or other extension functions, please check the accessories it requires.


Please note that multiple versions of the SolarSaga 100W (Refurbished) are available. Orders will be fulfilled with a randomly selected version.

"
Jackery Solar Generator 880 Pro (Refurbished),41500036038743,7358988320855,Explore 880 Pro + SolarSaga 100 Mini x 1,999.00,21-0009-000069-R,1,deny,,fbd,shopify,Explore 880 Pro + SolarSaga 100 Mini x 1,,,2025-01-19T23:03:45-08:00,2025-06-06T03:32:09-07:00,True,,0,31441438605399,0.0,lb,36,36,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/jackery-solar-generator-880-pro-refurbished,"
      Jackery Solar Generator 880 Pro (Refurbished)
","With unparalleled output, the Jackery Solar Generator 880 Pro is the top choice for similar-level portable power stations. Covering various scenarios, it provides support for camping, off-road travel, home emergencies, and more. Being versatile and expandable in capacity, it's the all-in-one solar generator to power your life.","
Mid-Capacity Powerhouse: Boasting an 880Wh capacity and delivering 1000W output (with a peak of 2000W), the 880 Pro ensures reliable power for all your needs.
Efficient Multi-Mode Charging: With multi-mode fast charging, including wall charging in just 2 hours, car charging in 5.3 hours and solar charging, staying powered up is quick and convenient.
Top-Tier Safety & Performance: Elevate your peace of mind with our self-developed BMS, UL-compliant design, and advanced thermal management system, providing unparalleled protection and efficiency with every charge.
100W Mini Solar Panel：Double-sided power generation boosts efficiency by 25%. IP68 waterproof rating. Unfolds in 30 seconds for instant outdoor power. The perfect choice for on-the-go charging.
Warranty Extension: 6 Months extended warranty
"
Jackery Solar Generator 3000 Pro,41587094487127,6866487378007,Explorer 3000 Pro + SolarSaga 500 X,3449.00,60-300050-US00042,1,deny,,fbd,shopify,Explorer 3000 Pro + SolarSaga 500 X,,,2025-03-04T02:38:57-08:00,2025-06-06T03:32:10-07:00,True,810182240718,0,32957204562007,0.0,lb,532,532,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/solar-generator-3000-pro,"
      Jackery Solar Generator 3000 Pro
",Large Capacity: 3024Wh that can power up to 99% of outdoor appliances Ultra Fast Charging: Fully solar charged in 3-4 hours and wall charged in 2.4 hours Portable Design: Pull rod and double wheels Easily Accessible: Smart App Control Cold Friendly: Functional in temperatures up to -20°C /-4°F Silent: Unique quiet canyon cooling system All-around Safety: Fully upgraded BMS Guaranteed Satisfaction: 5-Year long warranty,"

Get the all-new upgraded HomePower 3000 — Early-bird offer available now! Learn more !

Get up to $839.7 in Tax Credit. Click for information

Large Capacity: 3024Wh that can power up to 99% of outdoor appliances

Ultra Fast Charging: Fully solar charged in 3-4 hours and wall charged in 2.4 hours
Portable Design: Pull rod and double wheels
Easily Accessible: Smart App Control
Cold Friendly: Functional in temperatures down to -20°C / -4°F
Silent: Unique quiet canyon cooling system
All-around Safety: Fully upgraded BMS

Explorer 3000 Pro: 3-year warranty + 2-year extended warranty. Solar Saga 200W: 2-year warranty + 1-year extended warranty (automatically applied when purchased from our official website)


Use a transfer switch (Value $399.99) to create a whole-home backup solution. Power from any outlet, anywhere in the house, click here to learn more!


"
Jackery Solar Generator 3000 Pro,40190342922327,6866487378007,Explorer 3000 Pro + SolarSaga 200W x 2,3699.00,60-3020-USA1B2,2,deny,,fbd,shopify,Explorer 3000 Pro + SolarSaga 200W x 2,,,2023-05-29T05:31:52-07:00,2025-06-06T03:32:10-07:00,True,810105524567,0,32715983945815,0.0,lb,472,472,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/solar-generator-3000-pro,"
      Jackery Solar Generator 3000 Pro
",Large Capacity: 3024Wh that can power up to 99% of outdoor appliances Ultra Fast Charging: Fully solar charged in 3-4 hours and wall charged in 2.4 hours Portable Design: Pull rod and double wheels Easily Accessible: Smart App Control Cold Friendly: Functional in temperatures up to -20°C /-4°F Silent: Unique quiet canyon cooling system All-around Safety: Fully upgraded BMS Guaranteed Satisfaction: 5-Year long warranty,"

Get the all-new upgraded HomePower 3000 — Early-bird offer available now! Learn more !

Get up to $839.7 in Tax Credit. Click for information

Large Capacity: 3024Wh that can power up to 99% of outdoor appliances

Ultra Fast Charging: Fully solar charged in 3-4 hours and wall charged in 2.4 hours
Portable Design: Pull rod and double wheels
Easily Accessible: Smart App Control
Cold Friendly: Functional in temperatures down to -20°C / -4°F
Silent: Unique quiet canyon cooling system
All-around Safety: Fully upgraded BMS

Explorer 3000 Pro: 3-year warranty + 2-year extended warranty. Solar Saga 200W: 2-year warranty + 1-year extended warranty (automatically applied when purchased from our official website)


Use a transfer switch (Value $399.99) to create a whole-home backup solution. Power from any outlet, anywhere in the house, click here to learn more!


"
Jackery Solar Generator 3000 Pro,40294477135959,6866487378007,Explorer 3000 Pro + SolarSaga 200W x 4,4499.00,60-3020-USB1A4,3,deny,,fbd,shopify,Explorer 3000 Pro + SolarSaga 200W x 4,,,2023-10-22T23:32:43-07:00,2025-06-06T03:32:10-07:00,True,810105525588,0,32715984961623,0.0,lb,488,488,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/solar-generator-3000-pro,"
      Jackery Solar Generator 3000 Pro
",Large Capacity: 3024Wh that can power up to 99% of outdoor appliances Ultra Fast Charging: Fully solar charged in 3-4 hours and wall charged in 2.4 hours Portable Design: Pull rod and double wheels Easily Accessible: Smart App Control Cold Friendly: Functional in temperatures up to -20°C /-4°F Silent: Unique quiet canyon cooling system All-around Safety: Fully upgraded BMS Guaranteed Satisfaction: 5-Year long warranty,"

Get the all-new upgraded HomePower 3000 — Early-bird offer available now! Learn more !

Get up to $839.7 in Tax Credit. Click for information

Large Capacity: 3024Wh that can power up to 99% of outdoor appliances

Ultra Fast Charging: Fully solar charged in 3-4 hours and wall charged in 2.4 hours
Portable Design: Pull rod and double wheels
Easily Accessible: Smart App Control
Cold Friendly: Functional in temperatures down to -20°C / -4°F
Silent: Unique quiet canyon cooling system
All-around Safety: Fully upgraded BMS

Explorer 3000 Pro: 3-year warranty + 2-year extended warranty. Solar Saga 200W: 2-year warranty + 1-year extended warranty (automatically applied when purchased from our official website)


Use a transfer switch (Value $399.99) to create a whole-home backup solution. Power from any outlet, anywhere in the house, click here to learn more!


"
Jackery Explorer 1000 Portable Power Station (Refurbished),40123859107927,6859855069271,Default Title,799.00,70-1000-USO001-R,1,deny,,fbd,shopify,Default Title,,,2023-02-21T21:51:49-08:00,2025-06-06T03:32:14-07:00,True,,9997,,22.04,lb,95,95,,True,"{'min': 1, 'max': None, 'increment': 1}",USD,,[],https://www.jackery.com/products/explorer-1000-portable-power-station-refurbished,"
      Jackery Explorer 1000 Portable Power Station (Refurbished) - Jackery
","Jackery Explorer 1000, 1002Wh & rating 1000W portable power station is Jackery's most popular Explorer, a solar generator with MPPT built-in and 3 AC outlets.","
Larger Capacity and Higher Wattages: It features a 1002Wh(46.4Ah) lithium battery capacity, 1000W continuous and 2000W surge power.
Multiple Output Ports: Two USB-C, two USB, one DC car port & three pure sine wave AC outlets. Go off-grid and power your cameras, computers, communication devices, CPAP, and electric grill.

Green Outdoor Power Solution: Efficient solar charging with a built-in MPPT charge controller.  

Portable and Compact: It weighs only 22lbs and has a solid handle for easy carrying.
Safe and Easy To Use: Features an LCD screen with charge/discharge data and battery life status for safety and ease of use.
Every Refurbished product completes a rigorous refurbishment process that includes full functional testing and is backed by a 6-month warranty.




 

"
